School ID,School Name,Network,Subject,Grade,2014 # Tested,2014 % Students Making National Average Growth,2014 National School Growth Percentile,2015 # Tested,2015 % Students Making National Average Growth,2015 National School Growth Percentile,2016 # Tested,2016 % Students Making National Average Growth,2016 National School Growth Percentile
400040,FRAZIER CHARTER,Charter,MATH,Grade 5,46,39.1,20,49,36.7,9,41,36.6,7
400040,FRAZIER CHARTER,Charter,MATH,Grade 6,39,48.7,16,48,47.9,71,38,65.8,90
400040,FRAZIER CHARTER,Charter,MATH,Grade 7,41,29.3,1,48,56.3,48,44,47.7,26
400040,FRAZIER CHARTER,Charter,MATH,Grade 8,46,47.8,28,41,48.8,53,49,59.2,66
400040,FRAZIER CHARTER,Charter,MATH,Grades 3-8 Combined,254,47.6,30,275,44.4,35,260,43.8,24
400040,FRAZIER CHARTER,Charter,READING,Grade 3,39,61.5,76,43,58.1,83,44,38.6,6
400040,FRAZIER CHARTER,Charter,READING,Grade 4,43,53.5,24,45,40,8,44,56.8,31
400040,FRAZIER CHARTER,Charter,READING,Grade 5,46,45.7,8,49,44.9,30,41,46.3,24
400040,FRAZIER CHARTER,Charter,READING,Grade 6,39,59,32,48,50,78,38,65.8,91
400040,FRAZIER CHARTER,Charter,READING,Grade 7,41,70.7,75,48,60.4,91,45,57.8,58
400040,FRAZIER CHARTER,Charter,READING,Grade 8,46,41.3,30,42,54.8,50,49,51,39
400040,FRAZIER CHARTER,Charter,READING,Grades 3-8 Combined,254,54.7,36,275,51.3,62,261,52.5,42
400041,GALAPAGOS,Charter,MATH,Grade 3,38,36.8,2,25,52,38,,,
400041,GALAPAGOS,Charter,MATH,Grade 4,35,48.6,20,27,25.9,10,,,
400041,GALAPAGOS,Charter,MATH,Grade 5,35,60,42,31,51.6,72,,,
400041,GALAPAGOS,Charter,MATH,Grade 6,35,65.7,46,29,51.7,50,,,
400041,GALAPAGOS,Charter,MATH,Grade 7,32,81.3,99,23,69.6,98,,,
400041,GALAPAGOS,Charter,MATH,Grade 8,36,58.3,74,26,53.8,64,,,
400041,GALAPAGOS,Charter,MATH,Grades 3-8 Combined,211,57.8,47,161,50.3,58,,,
400041,GALAPAGOS,Charter,READING,Grade 3,38,31.6,2,24,54.2,54,,,
400041,GALAPAGOS,Charter,READING,Grade 4,35,45.7,5,27,14.8,1,,,
400041,GALAPAGOS,Charter,READING,Grade 5,35,45.7,12,31,38.7,7,,,
400041,GALAPAGOS,Charter,READING,Grade 6,35,45.7,24,28,28.6,5,,,
400041,GALAPAGOS,Charter,READING,Grade 7,32,65.6,78,23,52.2,36,,,
400041,GALAPAGOS,Charter,READING,Grade 8,36,33.3,5,26,30.8,1,,,
400041,GALAPAGOS,Charter,READING,Grades 3-8 Combined,211,44.1,8,159,35.8,6,,,
400043,HOPE INSTITUTE,Contract,MATH,Grade 3,52,50,39,63,46,29,59,39,28
400043,HOPE INSTITUTE,Contract,MATH,Grade 4,44,72.7,90,46,70.2,87,62,45.2,42
400043,HOPE INSTITUTE,Contract,MATH,Grade 5,49,51,35,42,45.2,54,40,27.5,4
400043,HOPE INSTITUTE,Contract,MATH,Grades 3-8 Combined,145,57.2,56,151,53.3,55,161,38.5,22
400043,HOPE INSTITUTE,Contract,READING,Grade 3,52,46.2,32,63,42.9,18,59,30.5,2
400043,HOPE INSTITUTE,Contract,READING,Grade 4,44,59.1,67,46,57.4,75,62,50,43
400043,HOPE INSTITUTE,Contract,READING,Grade 5,49,59.2,58,42,59.5,93,40,35,8
400043,HOPE INSTITUTE,Contract,READING,Grades 3-8 Combined,145,54.5,52,151,52,56,161,39.1,14
400044,KIPP - ASCEND,Charter,MATH,Grade 3,110,33.6,8,,,,104,51.9,40
400044,KIPP - ASCEND,Charter,MATH,Grade 4,86,37.2,12,,,,102,49,28
400044,KIPP - ASCEND,Charter,MATH,Grade 5,62,83.9,99,,,,99,52.5,61
400044,KIPP - ASCEND,Charter,MATH,Grade 6,80,28.8,3,81,35.8,16,89,60.7,61
400044,KIPP - ASCEND,Charter,MATH,Grade 7,64,57.8,52,69,43.5,17,69,78.3,99
400044,KIPP - ASCEND,Charter,MATH,Grade 8,69,44.9,19,61,57.4,48,56,53.6,67
400044,KIPP - ASCEND,Charter,MATH,Grades 3-8 Combined,471,45,28,211,44.5,25,519,56.6,61
400044,KIPP - ASCEND,Charter,READING,Grade 3,109,24.8,1,,,,104,33.7,4
400044,KIPP - ASCEND,Charter,READING,Grade 4,86,38.4,3,,,,102,47.1,34
400044,KIPP - ASCEND,Charter,READING,Grade 5,61,85.2,99,,,,99,65.7,97
400044,KIPP - ASCEND,Charter,READING,Grade 6,80,42.5,23,81,59.3,68,89,59.6,79
400044,KIPP - ASCEND,Charter,READING,Grade 7,64,60.9,89,69,42,24,70,60,66
400044,KIPP - ASCEND,Charter,READING,Grade 8,69,58,50,61,52.5,26,57,56.1,70
400044,KIPP - ASCEND,Charter,READING,Grades 3-8 Combined,469,48,23,211,51.7,42,521,52.8,58
400045,NKRUMAH,Charter,MATH,Grade 3,40,5,1,40,47.5,60,16,18.8,1
400045,NKRUMAH,Charter,MATH,Grade 4,42,42.9,25,34,73.5,99,32,50,43
400045,NKRUMAH,Charter,MATH,Grade 5,41,22,1,37,37.8,8,23,4.3,1
400045,NKRUMAH,Charter,MATH,Grade 6,26,19.2,1,37,45.9,39,25,28,4
400045,NKRUMAH,Charter,MATH,Grade 7,20,25,1,18,55.6,69,22,50,34
400045,NKRUMAH,Charter,MATH,Grade 8,,,,24,66.7,80,15,46.7,42
400045,NKRUMAH,Charter,MATH,Grades 3-8 Combined,169,23.1,1,190,53.2,61,133,33.8,9
400045,NKRUMAH,Charter,READING,Grade 3,40,32.5,3,40,65,94,16,25,1
400045,NKRUMAH,Charter,READING,Grade 4,42,33.3,12,35,68.6,99,32,59.4,86
400045,NKRUMAH,Charter,READING,Grade 5,41,26.8,1,37,67.6,79,22,31.8,7
400045,NKRUMAH,Charter,READING,Grade 6,27,37,16,37,78.4,99,25,40,22
400045,NKRUMAH,Charter,READING,Grade 7,20,20,1,18,72.2,99,22,50,29
400045,NKRUMAH,Charter,READING,Grade 8,,,,23,69.6,98,15,60,85
400045,NKRUMAH,Charter,READING,Grades 3-8 Combined,170,30.6,1,190,70,98,132,45.5,29
400046,LEARN - BUTLER,Charter,MATH,Grade 3,57,75.4,82,78,17.9,1,61,68.9,86
400046,LEARN - BUTLER,Charter,MATH,Grade 4,53,52.8,57,59,30.5,3,73,60.3,77
400046,LEARN - BUTLER,Charter,MATH,Grade 5,56,60.7,84,41,26.8,6,53,37.7,23
400046,LEARN - BUTLER,Charter,MATH,Grade 6,52,34.6,20,94,22.3,2,38,60.5,81
400046,LEARN - BUTLER,Charter,MATH,Grade 7,47,57.4,54,44,61.4,59,85,68.2,88
400046,LEARN - BUTLER,Charter,MATH,Grade 8,35,28.6,5,46,67.4,88,31,45.2,22
400046,LEARN - BUTLER,Charter,MATH,Grades 3-8 Combined,300,53.3,53,362,33.7,8,341,58.9,70
400046,LEARN - BUTLER,Charter,READING,Grade 3,57,64.9,66,78,32.1,1,61,63.9,96
400046,LEARN - BUTLER,Charter,READING,Grade 4,53,52.8,59,59,47.5,15,73,56.2,52
400046,LEARN - BUTLER,Charter,READING,Grade 5,55,63.6,68,41,39,3,53,75.5,98
400046,LEARN - BUTLER,Charter,READING,Grade 6,52,65.4,66,94,36.2,15,38,63.2,75
400046,LEARN - BUTLER,Charter,READING,Grade 7,47,72.3,97,44,59.1,64,85,58.8,82
400046,LEARN - BUTLER,Charter,READING,Grade 8,35,62.9,53,46,50,33,31,58.1,55
400046,LEARN - BUTLER,Charter,READING,Grades 3-8 Combined,299,63.5,77,362,42,12,341,62.2,82
400047,LEARN - CAMPBELL,Charter,MATH,Grade 3,75,69.3,59,52,67.3,87,80,51.3,50
400047,LEARN - CAMPBELL,Charter,MATH,Grade 4,74,43.2,29,63,34.9,5,48,47.9,31
400047,LEARN - CAMPBELL,Charter,MATH,Grade 5,68,52.9,72,52,50,32,51,68.6,82
400047,LEARN - CAMPBELL,Charter,MATH,Grades 3-8 Combined,217,55.3,53,167,49.7,35,179,55.3,58
400047,LEARN - CAMPBELL,Charter,READING,Grade 3,75,65.3,46,53,50.9,38,80,51.3,42
400047,LEARN - CAMPBELL,Charter,READING,Grade 4,74,45.9,12,63,65.1,86,48,45.8,31
400047,LEARN - CAMPBELL,Charter,READING,Grade 5,67,59.7,54,52,69.2,91,51,58.8,92
400047,LEARN - CAMPBELL,Charter,READING,Grades 3-8 Combined,216,56.9,31,168,61.9,75,179,52,58
400048,LEARN - EXCEL,Charter,MATH,Grade 3,76,39.5,1,65,40,33,78,76.9,93
400048,LEARN - EXCEL,Charter,MATH,Grade 4,42,54.8,52,67,50.7,43,69,59.4,84
400048,LEARN - EXCEL,Charter,MATH,Grade 5,71,22.5,2,39,43.6,19,65,43.1,35
400048,LEARN - EXCEL,Charter,MATH,Grades 3-8 Combined,189,36.5,6,171,45,32,212,60.8,78
400048,LEARN - EXCEL,Charter,READING,Grade 3,76,40.8,2,65,38.5,34,78,71.8,93
400048,LEARN - EXCEL,Charter,READING,Grade 4,42,38.1,5,67,58.2,87,69,65.2,90
400048,LEARN - EXCEL,Charter,READING,Grade 5,71,46.5,18,39,64.1,89,65,56.9,66
400048,LEARN - EXCEL,Charter,READING,Grades 3-8 Combined,189,42.3,3,171,52,70,212,65.1,85
400049,LEGACY,Charter,MATH,Grade 3,48,31.3,6,49,38.8,29,50,64,71
400049,LEGACY,Charter,MATH,Grade 4,44,43.2,29,51,60.8,58,50,50,58
400049,LEGACY,Charter,MATH,Grade 5,51,58.8,73,47,70.2,93,52,55.8,49
400049,LEGACY,Charter,MATH,Grade 6,51,78.4,91,50,56,36,52,44.2,31
400049,LEGACY,Charter,MATH,Grade 7,50,68,75,50,58,34,50,58,41
400049,LEGACY,Charter,MATH,Grade 8,49,67.3,64,51,64.7,70,50,50,33
400049,LEGACY,Charter,MATH,Grades 3-8 Combined,293,58.4,60,298,58.1,58,304,53.6,48
400049,LEGACY,Charter,READING,Grade 3,48,52.1,56,49,61.2,64,50,40,6
400049,LEGACY,Charter,READING,Grade 4,44,54.5,63,51,47.1,45,50,42,14
400049,LEGACY,Charter,READING,Grade 5,51,56.9,42,47,70.2,96,52,59.6,62
400049,LEGACY,Charter,READING,Grade 6,51,74.5,95,50,60,70,52,63.5,79
400049,LEGACY,Charter,READING,Grade 7,50,70,91,50,56,62,50,68,84
400049,LEGACY,Charter,READING,Grade 8,49,75.5,96,51,64.7,69,50,74,82
400049,LEGACY,Charter,READING,Grades 3-8 Combined,293,64.2,87,298,59.7,71,304,57.9,56
400050,NAMASTE,Charter,MATH,Grade 3,27,63,44,38,39.5,24,31,51.6,57
400050,NAMASTE,Charter,MATH,Grade 4,53,52.8,55,50,50,52,40,37.5,21
400050,NAMASTE,Charter,MATH,Grade 5,51,39.2,28,53,58.5,62,48,52.1,72
400050,NAMASTE,Charter,MATH,Grade 6,42,26.2,4,45,71.1,96,53,49.1,55
400050,NAMASTE,Charter,MATH,Grade 7,45,44.4,34,40,72.5,87,41,48.8,23
400050,NAMASTE,Charter,MATH,Grade 8,36,33.3,25,41,61,63,37,45.9,22
400050,NAMASTE,Charter,MATH,Grades 3-8 Combined,254,42.5,30,267,58.8,69,250,47.6,43
400050,NAMASTE,Charter,READING,Grade 3,26,30.8,1,38,52.6,60,31,71,99
400050,NAMASTE,Charter,READING,Grade 4,53,43.4,25,50,54,77,40,37.5,5
400050,NAMASTE,Charter,READING,Grade 5,50,52,25,54,66.7,76,48,68.8,96
400050,NAMASTE,Charter,READING,Grade 6,39,48.7,37,45,71.1,97,53,64.2,78
400050,NAMASTE,Charter,READING,Grade 7,45,66.7,78,40,65,90,40,52.5,29
400050,NAMASTE,Charter,READING,Grade 8,36,41.7,20,41,53.7,45,37,62.2,67
400050,NAMASTE,Charter,READING,Grades 3-8 Combined,249,48.6,25,268,60.8,79,249,59.4,71
400052,NOBLE - COMER,Charter,MATH,Grade 6,98,62.2,60,107,49.5,29,82,54.9,63
400052,NOBLE - COMER,Charter,MATH,Grade 7,78,64.1,90,107,75.7,94,110,71.8,97
400052,NOBLE - COMER,Charter,MATH,Grade 8,79,58.2,83,75,56,56,113,54,42
400052,NOBLE - COMER,Charter,MATH,Grades 3-8 Combined,255,61.6,76,289,60.9,65,305,60.7,73
400052,NOBLE - COMER,Charter,READING,Grade 6,96,51,42,107,46.7,18,81,80.2,95
400052,NOBLE - COMER,Charter,READING,Grade 7,77,75.3,98,110,63.6,75,113,81.4,99
400052,NOBLE - COMER,Charter,READING,Grade 8,82,52.4,77,72,58.3,50,113,54.9,38
400052,NOBLE - COMER,Charter,READING,Grades 3-8 Combined,255,58.8,80,289,56.1,46,307,71.3,89
400060,AHS - PASSAGES,Charter,MATH,Grade 3,39,55,83,38,55.3,64,42,41.9,16
400060,AHS - PASSAGES,Charter,MATH,Grade 4,37,37.8,35,43,32.6,13,43,39.5,30
400060,AHS - PASSAGES,Charter,MATH,Grade 5,39,33.3,8,42,52.4,42,42,50,47
400060,AHS - PASSAGES,Charter,MATH,Grade 6,39,51.3,54,35,42.9,23,36,66.7,52
400060,AHS - PASSAGES,Charter,MATH,Grade 7,31,58.1,32,34,58.8,86,41,51.2,18
400060,AHS - PASSAGES,Charter,MATH,Grade 8,30,60,56,31,54.8,64,33,42.4,12
400060,AHS - PASSAGES,Charter,MATH,Grades 3-8 Combined,215,48.6,44,223,48.9,45,237,48.3,28
400060,AHS - PASSAGES,Charter,READING,Grade 3,39,57.5,88,38,65.8,86,42,48.8,10
400060,AHS - PASSAGES,Charter,READING,Grade 4,37,40.5,15,43,55.8,25,43,69.8,98
400060,AHS - PASSAGES,Charter,READING,Grade 5,39,56.4,67,42,61.9,88,42,61.9,66
400060,AHS - PASSAGES,Charter,READING,Grade 6,39,66.7,69,35,74.3,90,36,55.6,67
400060,AHS - PASSAGES,Charter,READING,Grade 7,31,77.4,97,34,64.7,96,41,63.4,71
400060,AHS - PASSAGES,Charter,READING,Grade 8,30,36.7,24,31,61.3,52,33,51.5,31
400060,AHS - PASSAGES,Charter,READING,Grades 3-8 Combined,215,56,71,223,63.7,78,237,58.8,60
400061,PERSPECTIVES - LEADERSHIP HS,Charter,MATH,Grade 6,35,54.3,32,26,46.2,50,26,34.6,8
400061,PERSPECTIVES - LEADERSHIP HS,Charter,MATH,Grade 7,67,59.7,66,55,76.4,97,41,63.4,74
400061,PERSPECTIVES - LEADERSHIP HS,Charter,MATH,Grade 8,99,44.4,12,73,58.9,63,57,29.8,6
400061,PERSPECTIVES - LEADERSHIP HS,Charter,MATH,Grades 3-8 Combined,201,51.2,33,154,63,78,124,41.9,22
400061,PERSPECTIVES - LEADERSHIP HS,Charter,READING,Grade 6,35,65.7,78,26,69.2,95,26,42.3,48
400061,PERSPECTIVES - LEADERSHIP HS,Charter,READING,Grade 7,67,52.2,48,51,62.7,52,41,53.7,36
400061,PERSPECTIVES - LEADERSHIP HS,Charter,READING,Grade 8,101,63.4,71,73,74,96,60,60,48
400061,PERSPECTIVES - LEADERSHIP HS,Charter,READING,Grades 3-8 Combined,203,60.1,69,150,69.3,91,127,54.3,44
400064,PERSPECTIVES - JOSLIN HS,Charter,MATH,Grade 6,45,35.6,4,51,23.5,3,32,25,2
400064,PERSPECTIVES - JOSLIN HS,Charter,MATH,Grade 7,55,47.3,16,54,30.9,7,55,47.3,29
400064,PERSPECTIVES - JOSLIN HS,Charter,MATH,Grade 8,56,37.5,2,55,29.1,7,61,59,70
400064,PERSPECTIVES - JOSLIN HS,Charter,MATH,Grades 3-8 Combined,156,40.4,7,160,28,6,148,47.3,34
400064,PERSPECTIVES - JOSLIN HS,Charter,READING,Grade 6,46,23.9,1,49,42.9,18,32,37.5,7
400064,PERSPECTIVES - JOSLIN HS,Charter,READING,Grade 7,55,30.9,1,55,69.6,96,55,54.5,42
400064,PERSPECTIVES - JOSLIN HS,Charter,READING,Grade 8,56,53.6,31,55,67.3,98,60,46.7,34
400064,PERSPECTIVES - JOSLIN HS,Charter,READING,Grades 3-8 Combined,157,36.9,1,159,60.6,88,147,47.6,27
400066,PERSPECTIVES - MATH & SCI HS,Charter,MATH,Grade 6,23,69.6,75,,,,,,
400066,PERSPECTIVES - MATH & SCI HS,Charter,MATH,Grade 7,53,35.8,16,50,42,32,22,50,34
400066,PERSPECTIVES - MATH & SCI HS,Charter,MATH,Grade 8,83,43.4,10,68,52.9,47,54,64.8,67
400066,PERSPECTIVES - MATH & SCI HS,Charter,MATH,Grades 3-8 Combined,159,44.7,23,118,48.3,42,76,60.5,60
400066,PERSPECTIVES - MATH & SCI HS,Charter,READING,Grade 6,24,45.8,32,,,,,,
400066,PERSPECTIVES - MATH & SCI HS,Charter,READING,Grade 7,52,32.7,8,50,76,95,22,59.1,60
400066,PERSPECTIVES - MATH & SCI HS,Charter,READING,Grade 8,83,42.2,4,65,64.6,84,54,59.3,45
400066,PERSPECTIVES - MATH & SCI HS,Charter,READING,Grades 3-8 Combined,159,39.6,5,115,69.6,92,76,59.2,50
400068,PLATO,Contract,MATH,Grade 3,51,45.1,23,76,34.2,14,48,54.2,67
400068,PLATO,Contract,MATH,Grade 4,51,43.1,8,58,31,7,76,28.9,9
400068,PLATO,Contract,MATH,Grade 5,44,43.2,26,44,38.6,19,44,27.3,9
400068,PLATO,Contract,MATH,Grade 6,47,40.4,11,41,36.6,30,42,23.8,11
400068,PLATO,Contract,MATH,Grade 7,46,50,21,42,47.6,41,36,27.8,4
400068,PLATO,Contract,MATH,Grade 8,41,48.8,24,43,60.5,53,45,44.4,37
400068,PLATO,Contract,MATH,Grades 3-8 Combined,280,45,17,304,40.1,22,291,34.4,18
400068,PLATO,Contract,READING,Grade 3,51,37.3,2,77,31.2,4,47,38.3,6
400068,PLATO,Contract,READING,Grade 4,51,62.7,68,56,60.7,93,75,41.3,11
400068,PLATO,Contract,READING,Grade 5,44,50,14,44,52.3,50,43,44.2,11
400068,PLATO,Contract,READING,Grade 6,47,55.3,33,41,41.5,22,42,42.9,15
400068,PLATO,Contract,READING,Grade 7,46,54.3,22,42,61.9,76,36,61.1,93
400068,PLATO,Contract,READING,Grade 8,42,52.4,37,43,76.7,95,45,64.4,70
400068,PLATO,Contract,READING,Grades 3-8 Combined,281,52,18,303,51.8,52,288,47.6,29
400069,POLARIS,Charter,MATH,Grade 3,46,89.1,99,50,78,98,50,60,75
400069,POLARIS,Charter,MATH,Grade 4,48,70.8,67,46,47.8,30,46,34.8,12
400069,POLARIS,Charter,MATH,Grade 5,47,53.2,45,47,27.7,7,42,54.8,54
400069,POLARIS,Charter,MATH,Grade 6,43,67.4,62,42,64.3,66,46,73.9,99
400069,POLARIS,Charter,MATH,Grade 7,44,75,96,47,78.7,99,50,70,83
400069,POLARIS,Charter,MATH,Grade 8,44,50,17,43,27.9,9,48,37.5,7
400069,POLARIS,Charter,MATH,Grades 3-8 Combined,272,67.6,76,275,54.5,66,282,55.3,61
400069,POLARIS,Charter,READING,Grade 3,46,76.1,97,50,58,86,50,72,98
400069,POLARIS,Charter,READING,Grade 4,48,68.8,69,46,54.3,29,46,47.8,38
400069,POLARIS,Charter,READING,Grade 5,47,80.9,92,47,53.2,87,43,30.2,1
400069,POLARIS,Charter,READING,Grade 6,43,65.1,61,42,57.1,79,46,54.3,65
400069,POLARIS,Charter,READING,Grade 7,44,75,98,47,72.3,97,50,76,97
400069,POLARIS,Charter,READING,Grade 8,45,35.6,3,43,39.5,8,48,60.4,72
400069,POLARIS,Charter,READING,Grades 3-8 Combined,273,67,87,275,56,70,283,57.6,68
400071,PROVIDENCE ENGLEWOOD,Charter,MATH,Grade 3,65,29.2,6,57,47.4,49,64,46.9,46
400071,PROVIDENCE ENGLEWOOD,Charter,MATH,Grade 4,44,40.9,20,55,41.8,50,49,32.7,10
400071,PROVIDENCE ENGLEWOOD,Charter,MATH,Grade 5,41,56.1,83,43,67.4,61,50,58,65
400071,PROVIDENCE ENGLEWOOD,Charter,MATH,Grade 6,44,38.6,29,37,29.7,7,43,39.5,36
400071,PROVIDENCE ENGLEWOOD,Charter,MATH,Grade 7,47,59.6,52,38,73.7,88,35,60,55
400071,PROVIDENCE ENGLEWOOD,Charter,MATH,Grade 8,31,41.9,12,44,54.5,50,36,55.6,33
400071,PROVIDENCE ENGLEWOOD,Charter,MATH,Grades 3-8 Combined,272,43.4,31,274,51.8,50,277,48,39
400071,PROVIDENCE ENGLEWOOD,Charter,READING,Grade 3,65,47.7,28,57,50.9,48,64,51.6,94
400071,PROVIDENCE ENGLEWOOD,Charter,READING,Grade 4,44,22.7,7,55,56.4,52,49,59.2,71
400071,PROVIDENCE ENGLEWOOD,Charter,READING,Grade 5,41,39,39,43,58.1,70,50,46,59
400071,PROVIDENCE ENGLEWOOD,Charter,READING,Grade 6,44,54.5,69,37,51.4,52,43,62.8,90
400071,PROVIDENCE ENGLEWOOD,Charter,READING,Grade 7,47,68.1,90,38,76.3,91,35,74.3,96
400071,PROVIDENCE ENGLEWOOD,Charter,READING,Grade 8,31,71,90,44,61.4,69,36,55.6,55
400071,PROVIDENCE ENGLEWOOD,Charter,READING,Grades 3-8 Combined,272,49.6,52,274,58.4,66,277,57,83
400072,SHABAZZ - SHABAZZ,Charter,MATH,Grade 3,26,46.2,21,45,24.4,5,,,
400072,SHABAZZ - SHABAZZ,Charter,MATH,Grade 4,22,36.4,11,28,35.7,23,,,
400072,SHABAZZ - SHABAZZ,Charter,MATH,Grade 5,29,48.3,83,23,87,92,,,
400072,SHABAZZ - SHABAZZ,Charter,MATH,Grade 6,25,44,17,26,50,78,,,
400072,SHABAZZ - SHABAZZ,Charter,MATH,Grade 7,39,61.5,67,26,61.5,95,,,
400072,SHABAZZ - SHABAZZ,Charter,MATH,Grade 8,28,82.1,94,40,72.5,85,,,
400072,SHABAZZ - SHABAZZ,Charter,MATH,Grades 3-8 Combined,169,54.4,52,188,52.7,58,,,
400072,SHABAZZ - SHABAZZ,Charter,READING,Grade 3,28,57.1,58,48,27.1,2,,,
400072,SHABAZZ - SHABAZZ,Charter,READING,Grade 4,23,56.5,63,29,55.2,75,,,
400072,SHABAZZ - SHABAZZ,Charter,READING,Grade 5,29,75.9,77,23,56.5,98,,,
400072,SHABAZZ - SHABAZZ,Charter,READING,Grade 6,22,77.3,73,26,65.4,96,,,
400072,SHABAZZ - SHABAZZ,Charter,READING,Grade 7,38,68.4,84,27,59.3,60,,,
400072,SHABAZZ - SHABAZZ,Charter,READING,Grade 8,27,59.3,86,40,70,90,,,
400072,SHABAZZ - SHABAZZ,Charter,READING,Grades 3-8 Combined,167,65.9,82,193,53.4,68,,,
400074,SHABAZZ - SIZEMORE,Charter,MATH,Grade 3,38,42.1,8,26,46.2,33,,,
400074,SHABAZZ - SIZEMORE,Charter,MATH,Grade 4,26,46.2,30,37,43.2,33,,,
400074,SHABAZZ - SIZEMORE,Charter,MATH,Grade 5,26,15.4,2,25,64,90,,,
400074,SHABAZZ - SIZEMORE,Charter,MATH,Grade 6,29,44.8,36,23,52.2,44,,,
400074,SHABAZZ - SIZEMORE,Charter,MATH,Grade 7,20,70,81,27,66.7,93,,,
400074,SHABAZZ - SIZEMORE,Charter,MATH,Grade 8,21,57.1,5,21,66.7,94,,,
400074,SHABAZZ - SIZEMORE,Charter,MATH,Grades 3-8 Combined,160,44.4,20,159,55.3,68,,,
400074,SHABAZZ - SIZEMORE,Charter,READING,Grade 3,38,39.5,23,26,53.8,77,,,
400074,SHABAZZ - SIZEMORE,Charter,READING,Grade 4,27,70.4,99,38,57.9,86,,,
400074,SHABAZZ - SIZEMORE,Charter,READING,Grade 5,26,73.1,75,25,60,90,,,
400074,SHABAZZ - SIZEMORE,Charter,READING,Grade 6,29,55.2,52,23,43.5,21,,,
400074,SHABAZZ - SIZEMORE,Charter,READING,Grade 7,20,70,82,27,51.9,46,,,
400074,SHABAZZ - SIZEMORE,Charter,READING,Grade 8,21,71.4,57,21,52.4,55,,,
400074,SHABAZZ - SIZEMORE,Charter,READING,Grades 3-8 Combined,161,60.9,77,160,53.8,66,,,
400075,U OF C - DONOGHUE,Charter,MATH,Grade 3,83,27.7,3,85,54.1,57,83,47,38
400075,U OF C - DONOGHUE,Charter,MATH,Grade 4,78,60.3,72,71,62,87,83,37.3,17
400075,U OF C - DONOGHUE,Charter,MATH,Grade 5,74,41.9,31,75,48,40,66,69.7,78
400075,U OF C - DONOGHUE,Charter,MATH,Grades 3-8 Combined,235,43,28,231,54.5,63,232,50,42
400075,U OF C - DONOGHUE,Charter,READING,Grade 3,83,41,27,85,48.2,20,84,48.8,32
400075,U OF C - DONOGHUE,Charter,READING,Grade 4,78,44.9,50,71,62,73,83,37.3,14
400075,U OF C - DONOGHUE,Charter,READING,Grade 5,74,40.5,29,75,40,3,66,50,30
400075,U OF C - DONOGHUE,Charter,READING,Grades 3-8 Combined,235,42.1,34,231,49.8,25,233,45.1,27
400076,U OF C - NKO,Charter,MATH,Grade 3,52,48.1,30,56,60.7,71,59,25.4,8
400076,U OF C - NKO,Charter,MATH,Grade 4,48,72.9,89,51,62.7,67,58,87.9,99
400076,U OF C - NKO,Charter,MATH,Grade 5,52,23.1,5,47,27.7,9,51,43.1,29
400076,U OF C - NKO,Charter,MATH,Grades 3-8 Combined,152,47.4,37,154,51.3,47,168,52.4,60
400076,U OF C - NKO,Charter,READING,Grade 3,52,38.5,12,56,51.8,32,59,33.9,1
400076,U OF C - NKO,Charter,READING,Grade 4,48,58.3,79,51,56.9,50,58,62.1,95
400076,U OF C - NKO,Charter,READING,Grade 5,52,30.8,5,47,61.7,57,51,52.9,38
400076,U OF C - NKO,Charter,READING,Grades 3-8 Combined,152,42.1,22,154,56.5,46,168,49.4,34
400077,U OF C - WOODLAWN HS,Charter,MATH,Grade 6,59,40.7,11,71,43.7,27,71,62,66
400077,U OF C - WOODLAWN HS,Charter,MATH,Grade 7,78,39.7,11,69,71,95,69,63.8,77
400077,U OF C - WOODLAWN HS,Charter,MATH,Grade 8,74,44.6,13,60,65,91,60,73.3,91
400077,U OF C - WOODLAWN HS,Charter,MATH,Grades 3-8 Combined,211,41.7,13,200,59.5,77,200,66,80
400077,U OF C - WOODLAWN HS,Charter,READING,Grade 6,59,55.9,39,71,54.9,61,71,70.4,92
400077,U OF C - WOODLAWN HS,Charter,READING,Grade 7,77,48.1,16,70,61.4,84,69,49.3,22
400077,U OF C - WOODLAWN HS,Charter,READING,Grade 8,74,51.4,31,60,60,82,60,60,78
400077,U OF C - WOODLAWN HS,Charter,READING,Grades 3-8 Combined,210,51.4,23,201,58.7,78,200,60,70
400078,U OF C - WOODSON,Charter,MATH,Grade 6,84,15.5,1,89,62.9,64,80,48.8,33
400078,U OF C - WOODSON,Charter,MATH,Grade 7,120,43.3,23,102,69.6,96,106,42.5,22
400078,U OF C - WOODSON,Charter,MATH,Grade 8,129,45.7,15,107,69.2,92,95,43.2,24
400078,U OF C - WOODSON,Charter,MATH,Grades 3-8 Combined,333,37.2,8,298,67.4,88,281,44.5,27
400078,U OF C - WOODSON,Charter,READING,Grade 6,84,34.5,8,89,62.9,72,80,67.5,78
400078,U OF C - WOODSON,Charter,READING,Grade 7,120,63.3,75,102,62.7,89,106,50,42
400078,U OF C - WOODSON,Charter,READING,Grade 8,129,55,68,107,68.2,82,95,65.3,76
400078,U OF C - WOODSON,Charter,READING,Grades 3-8 Combined,333,52.9,52,298,64.8,83,281,60.1,68
400079,UNO - ZIZUMBO,Charter,MATH,Grade 3,48,87.5,99,51,98,99,48,89.6,99
400079,UNO - ZIZUMBO,Charter,MATH,Grade 4,57,45.6,66,60,40,26,55,27.3,2
