School ID,School Name,Network,Subject,Grade,2014 # Tested,2014 % Students Making National Average Growth,2014 National School Growth Percentile,2015 # Tested,2015 % Students Making National Average Growth,2015 National School Growth Percentile,2016 # Tested,2016 % Students Making National Average Growth,2016 National School Growth Percentile
610057,FAIRFIELD,Network 10,MATH,Grade 6,56,55.4,40,51,62.7,55,45,46.7,33
610057,FAIRFIELD,Network 10,MATH,Grade 7,37,64.9,66,49,71.4,94,40,37.5,19
610057,FAIRFIELD,Network 10,MATH,Grade 8,36,80.6,98,41,56.1,61,54,59.3,61
610057,FAIRFIELD,Network 10,MATH,Grades 3-8 Combined,258,51.6,40,245,53.9,50,260,43.8,27
610057,FAIRFIELD,Network 10,READING,Grade 3,32,59.4,63,26,65.4,97,36,77.8,99
610057,FAIRFIELD,Network 10,READING,Grade 4,40,42.5,8,34,32.4,1,42,28.6,1
610057,FAIRFIELD,Network 10,READING,Grade 5,57,40.4,5,45,42.2,19,43,60.5,84
610057,FAIRFIELD,Network 10,READING,Grade 6,56,64.3,60,51,80.4,99,45,57.8,78
610057,FAIRFIELD,Network 10,READING,Grade 7,37,78.4,80,49,71.4,93,39,69.2,79
610057,FAIRFIELD,Network 10,READING,Grade 8,36,69.4,76,41,56.1,64,56,78.6,94
610057,FAIRFIELD,Network 10,READING,Grades 3-8 Combined,258,57.8,36,246,59.3,78,261,62.5,76
610059,MAYER,Network 4,MATH,Grade 3,55,58.2,90,63,60.3,59,75,77.3,87
610059,MAYER,Network 4,MATH,Grade 4,53,47.2,42,55,36.4,12,61,62.3,74
610059,MAYER,Network 4,MATH,Grade 5,75,40,45,53,64.2,86,57,82.5,99
610059,MAYER,Network 4,MATH,Grade 6,50,44,46,76,65.8,69,54,87,90
610059,MAYER,Network 4,MATH,Grade 7,30,53.3,82,47,74.5,96,73,78.1,99
610059,MAYER,Network 4,MATH,Grade 8,40,62.5,75,31,74.2,88,45,60,84
610059,MAYER,Network 4,MATH,Grades 3-8 Combined,303,49.5,63,325,61.5,70,365,75.1,94
610059,MAYER,Network 4,READING,Grade 3,55,49.1,86,63,54,36,75,70.7,86
610059,MAYER,Network 4,READING,Grade 4,53,47.2,55,55,54.5,52,61,68.9,66
610059,MAYER,Network 4,READING,Grade 5,75,65.3,96,53,69.8,83,57,71.9,83
610059,MAYER,Network 4,READING,Grade 6,50,70,89,76,73.7,83,54,87,95
610059,MAYER,Network 4,READING,Grade 7,30,70,81,47,80.9,98,73,80.8,96
610059,MAYER,Network 4,READING,Grade 8,40,62.5,97,31,77.4,93,45,64.4,62
610059,MAYER,Network 4,READING,Grades 3-8 Combined,303,60.1,91,325,67.4,78,365,74.2,86
610060,JACKSON A,Network 6,MATH,Grade 3,62,53.2,92,63,77.8,88,59,61,63
610060,JACKSON A,Network 6,MATH,Grade 4,61,52.5,75,64,54.7,52,63,38.1,7
610060,JACKSON A,Network 6,MATH,Grade 5,64,46.9,70,62,41.9,49,64,53.1,58
610060,JACKSON A,Network 6,MATH,Grade 6,64,48.4,60,62,48.4,18,64,57.8,29
610060,JACKSON A,Network 6,MATH,Grade 7,63,63.5,87,62,82.3,96,63,77.8,98
610060,JACKSON A,Network 6,MATH,Grade 8,63,58.7,81,61,73.8,88,59,72.9,76
610060,JACKSON A,Network 6,MATH,Grades 3-8 Combined,377,53.8,78,374,63.1,70,372,59.9,58
610060,JACKSON A,Network 6,READING,Grade 3,62,61.3,94,63,84.1,99,59,61,50
610060,JACKSON A,Network 6,READING,Grade 4,61,42.6,57,64,67.2,71,63,44.4,1
610060,JACKSON A,Network 6,READING,Grade 5,64,53.1,80,62,83.9,99,64,76.6,96
610060,JACKSON A,Network 6,READING,Grade 6,64,54.7,92,62,77.4,91,64,51.6,16
610060,JACKSON A,Network 6,READING,Grade 7,63,76.2,99,62,75.8,97,63,74.6,96
610060,JACKSON A,Network 6,READING,Grade 8,63,50.8,92,61,68.9,52,59,66.1,46
610060,JACKSON A,Network 6,READING,Grades 3-8 Combined,377,56.5,93,374,76.2,93,372,62.4,52
610062,MCCLELLAN,Network 6,MATH,Grade 3,18,100,99,19,73.7,75,28,89.3,99
610062,MCCLELLAN,Network 6,MATH,Grade 4,23,65.2,99,22,68.2,85,30,90,99
610062,MCCLELLAN,Network 6,MATH,Grade 5,24,41.7,22,22,54.5,57,23,69.6,77
610062,MCCLELLAN,Network 6,MATH,Grade 6,19,68.4,97,26,57.7,93,17,47.1,25
610062,MCCLELLAN,Network 6,MATH,Grade 7,23,78.3,96,21,85.7,99,25,68,86
610062,MCCLELLAN,Network 6,MATH,Grade 8,16,68.8,96,20,60,88,23,87,98
610062,MCCLELLAN,Network 6,MATH,Grades 3-8 Combined,123,69.1,98,130,66.2,91,146,77.4,97
610062,MCCLELLAN,Network 6,READING,Grade 3,19,94.7,97,19,73.7,91,28,75,98
610062,MCCLELLAN,Network 6,READING,Grade 4,23,34.8,14,22,50,87,30,66.7,99
610062,MCCLELLAN,Network 6,READING,Grade 5,24,58.3,27,22,81.8,99,23,60.9,90
610062,MCCLELLAN,Network 6,READING,Grade 6,19,57.9,89,26,65.4,88,17,52.9,30
610062,MCCLELLAN,Network 6,READING,Grade 7,23,78.3,95,21,76.2,99,25,72,87
610062,MCCLELLAN,Network 6,READING,Grade 8,16,62.5,88,20,80,83,23,65.2,62
610062,MCCLELLAN,Network 6,READING,Grades 3-8 Combined,124,63.7,80,130,70.8,95,146,66.4,90
610063,MCCORMICK,Network 7,MATH,Grade 3,61,68.9,93,70,64.3,77,52,61.5,78
610063,MCCORMICK,Network 7,MATH,Grade 4,68,44.1,22,83,28.9,7,89,30.3,10
610063,MCCORMICK,Network 7,MATH,Grade 5,108,53.7,75,94,55.3,66,108,63,69
610063,MCCORMICK,Network 7,MATH,Grades 3-8 Combined,237,54.9,69,247,49,48,249,51,50
610063,MCCORMICK,Network 7,READING,Grade 3,61,57.4,71,70,68.6,96,52,69.2,90
610063,MCCORMICK,Network 7,READING,Grade 4,68,36.8,21,83,31.3,1,89,46.1,43
610063,MCCORMICK,Network 7,READING,Grade 5,108,50,26,94,53.2,70,108,55.6,74
610063,MCCORMICK,Network 7,READING,Grades 3-8 Combined,237,48.1,34,247,50.2,52,249,55,70
610065,TILL,Network 9,MATH,Grade 3,30,50,23,43,37.2,37,37,86.5,99
610065,TILL,Network 9,MATH,Grade 4,30,43.3,10,29,20.7,3,34,52.9,57
610065,TILL,Network 9,MATH,Grade 5,41,43.9,29,27,44.4,62,24,79.2,95
610065,TILL,Network 9,MATH,Grade 6,28,75,80,41,90.2,99,22,68.2,97
610065,TILL,Network 9,MATH,Grade 7,26,53.8,81,27,81.5,99,32,75,99
610065,TILL,Network 9,MATH,Grade 8,29,65.5,79,24,79.2,99,23,91.3,99
610065,TILL,Network 9,MATH,Grades 3-8 Combined,184,54.3,50,191,58.6,94,172,75,99
610065,TILL,Network 9,READING,Grade 3,29,62.1,45,43,53.5,58,36,77.8,99
610065,TILL,Network 9,READING,Grade 4,29,51.7,42,28,39.3,52,34,55.9,85
610065,TILL,Network 9,READING,Grade 5,41,58.5,24,27,63,91,24,50,72
610065,TILL,Network 9,READING,Grade 6,28,67.9,75,41,78,99,22,100,99
610065,TILL,Network 9,READING,Grade 7,26,73.1,72,27,63,48,32,75,99
610065,TILL,Network 9,READING,Grade 8,29,69,99,23,78.3,99,24,100,99
610065,TILL,Network 9,READING,Grades 3-8 Combined,182,63.2,71,189,62.4,92,172,75,99
610066,MCDADE,Network 12,MATH,Grade 3,26,73.1,99,28,89.3,99,27,66.7,79
610066,MCDADE,Network 12,MATH,Grade 4,27,48.1,68,26,76.9,95,29,72.4,85
610066,MCDADE,Network 12,MATH,Grade 5,23,47.8,44,29,48.3,46,27,40.7,21
610066,MCDADE,Network 12,MATH,Grade 6,21,66.7,97,22,63.6,33,28,25,2
610066,MCDADE,Network 12,MATH,Grades 3-8 Combined,97,58.8,94,105,69.5,84,111,51.4,42
610066,MCDADE,Network 12,READING,Grade 3,26,76.9,99,28,78.6,92,27,88.9,93
610066,MCDADE,Network 12,READING,Grade 4,27,63,99,26,65.4,80,29,69,85
610066,MCDADE,Network 12,READING,Grade 5,23,52.2,96,29,72.4,92,27,59.3,76
610066,MCDADE,Network 12,READING,Grade 6,21,57.1,95,22,68.2,73,28,67.9,63
610066,MCDADE,Network 12,READING,Grades 3-8 Combined,97,62.9,99,105,71.4,85,111,71.2,79
610067,MCKAY,Network 10,MATH,Grade 3,71,60.6,51,77,55.8,67,68,47.1,30
610067,MCKAY,Network 10,MATH,Grade 4,59,45.8,48,75,38.7,13,82,25.6,2
610067,MCKAY,Network 10,MATH,Grade 5,57,64.9,93,61,36.1,21,76,36.8,25
610067,MCKAY,Network 10,MATH,Grade 6,61,47.5,16,54,50,29,43,67.4,87
610067,MCKAY,Network 10,MATH,Grade 7,52,46.2,50,54,72.2,92,49,42.9,43
610067,MCKAY,Network 10,MATH,Grade 8,77,42.9,6,47,83,99,53,86.8,99
610067,MCKAY,Network 10,MATH,Grades 3-8 Combined,377,51.2,42,368,54.1,58,371,47.7,45
610067,MCKAY,Network 10,READING,Grade 3,71,52.1,19,77,62.3,77,67,49.3,70
610067,MCKAY,Network 10,READING,Grade 4,59,61,89,75,53.3,62,84,40.5,6
610067,MCKAY,Network 10,READING,Grade 5,57,50.9,6,61,55.7,50,77,51.9,52
610067,MCKAY,Network 10,READING,Grade 6,61,57.4,39,54,74.1,96,43,67.4,93
610067,MCKAY,Network 10,READING,Grade 7,52,69.2,91,54,74.1,99,48,29.2,4
610067,MCKAY,Network 10,READING,Grade 8,76,28.9,1,47,68.1,92,53,67.9,92
610067,MCKAY,Network 10,READING,Grades 3-8 Combined,376,51.9,25,368,63.6,87,372,50,50
610068,HANSON PARK,Network 3,MATH,Grade 3,93,80.6,99,98,70.4,80,86,83.7,96
610068,HANSON PARK,Network 3,MATH,Grade 4,100,75,99,121,70.2,82,124,72.6,92
610068,HANSON PARK,Network 3,MATH,Grade 5,113,59.3,89,122,50.8,46,142,51.4,42
610068,HANSON PARK,Network 3,MATH,Grade 6,116,53.4,49,110,69.1,84,115,26.1,3
610068,HANSON PARK,Network 3,MATH,Grade 7,97,84.5,99,111,54.1,52,110,69.4,83
610068,HANSON PARK,Network 3,MATH,Grade 8,113,53.1,32,99,54.5,48,108,60.2,59
610068,HANSON PARK,Network 3,MATH,Grades 3-8 Combined,632,66.6,90,661,61.4,68,685,59.3,63
610068,HANSON PARK,Network 3,READING,Grade 3,93,60.2,69,98,68.4,95,86,69.8,88
610068,HANSON PARK,Network 3,READING,Grade 4,101,55.4,64,121,74.4,99,124,55.6,60
610068,HANSON PARK,Network 3,READING,Grade 5,112,50.9,31,122,59,81,142,50.7,52
610068,HANSON PARK,Network 3,READING,Grade 6,116,62.9,75,109,72.5,99,115,57.4,54
610068,HANSON PARK,Network 3,READING,Grade 7,98,74.5,90,111,62.2,75,110,70.3,94
610068,HANSON PARK,Network 3,READING,Grade 8,113,62.8,72,99,67.7,79,109,65.1,69
610068,HANSON PARK,Network 3,READING,Grades 3-8 Combined,633,61,73,660,67.3,92,686,60.6,71
610070,MCPHERSON,Network 2,MATH,Grade 3,54,42.6,50,71,60.6,59,50,72,89
610070,MCPHERSON,Network 2,MATH,Grade 4,67,46.3,32,56,48.2,31,65,44.6,28
610070,MCPHERSON,Network 2,MATH,Grade 5,71,43.7,45,73,53.4,58,54,35.2,22
610070,MCPHERSON,Network 2,MATH,Grade 6,72,43.1,25,74,41.9,23,74,35.1,11
610070,MCPHERSON,Network 2,MATH,Grade 7,69,62.3,72,71,71.8,88,69,55.1,46
610070,MCPHERSON,Network 2,MATH,Grade 8,49,61.2,35,74,59.5,64,69,37.7,26
610070,MCPHERSON,Network 2,MATH,Grades 3-8 Combined,382,49.5,44,419,56.1,57,381,45.7,34
610070,MCPHERSON,Network 2,READING,Grade 3,54,40.7,17,71,66.2,94,50,66,99
610070,MCPHERSON,Network 2,READING,Grade 4,67,44.8,50,55,43.6,29,65,43.1,22
610070,MCPHERSON,Network 2,READING,Grade 5,71,40.8,10,73,45.2,8,54,44.4,26
610070,MCPHERSON,Network 2,READING,Grade 6,72,50,56,74,68.9,89,74,55.4,58
610070,MCPHERSON,Network 2,READING,Grade 7,69,69.6,95,71,66.2,95,69,60.9,75
610070,MCPHERSON,Network 2,READING,Grade 8,49,59.2,68,74,63.5,62,69,59.4,46
610070,MCPHERSON,Network 2,READING,Grades 3-8 Combined,382,50.8,50,418,59.6,71,381,54.9,62
610073,MITCHELL,ISP,MATH,Grade 3,50,76,99,43,81.4,87,47,59.6,80
610073,MITCHELL,ISP,MATH,Grade 4,27,66.7,97,53,49.1,26,52,57.7,76
610073,MITCHELL,ISP,MATH,Grade 5,26,57.7,50,30,36.7,15,56,66.1,66
610073,MITCHELL,ISP,MATH,Grade 6,31,38.7,12,26,46.2,56,25,24,3
610073,MITCHELL,ISP,MATH,Grade 7,29,72.4,95,30,76.7,90,27,55.6,26
610073,MITCHELL,ISP,MATH,Grade 8,23,65.2,70,31,64.5,55,27,59.3,37
610073,MITCHELL,ISP,MATH,Grades 3-8 Combined,186,64,87,213,59.6,57,234,56.4,57
610073,MITCHELL,ISP,READING,Grade 3,50,72,99,43,67.4,89,47,66,46
610073,MITCHELL,ISP,READING,Grade 4,27,55.6,68,53,50.9,18,52,50,25
610073,MITCHELL,ISP,READING,Grade 5,25,68,85,30,60,45,56,75,87
610073,MITCHELL,ISP,READING,Grade 6,31,54.8,64,26,80.8,82,25,72,90
610073,MITCHELL,ISP,READING,Grade 7,29,65.5,97,30,43.3,54,27,63,75
610073,MITCHELL,ISP,READING,Grade 8,23,69.6,98,31,61.3,30,27,48.1,41
610073,MITCHELL,ISP,READING,Grades 3-8 Combined,185,64.9,95,213,59.6,54,234,62.8,62
610074,MONROE,Network 4,MATH,Grade 3,60,75,94,70,41.4,36,59,62.7,68
610074,MONROE,Network 4,MATH,Grade 4,74,60.8,95,64,31.3,4,77,49.4,40
610074,MONROE,Network 4,MATH,Grade 5,106,49.1,61,77,24.7,1,65,72.3,91
610074,MONROE,Network 4,MATH,Grade 6,82,39,14,93,28,3,70,58.6,69
610074,MONROE,Network 4,MATH,Grade 7,92,52.2,39,76,52.6,34,85,58.8,63
610074,MONROE,Network 4,MATH,Grade 8,85,63.5,71,91,58.2,61,72,72.2,95
610074,MONROE,Network 4,MATH,Grades 3-8 Combined,499,55.3,64,471,39.7,12,428,61.9,76
610074,MONROE,Network 4,READING,Grade 3,60,61.7,80,70,61.4,80,61,45.9,23
610074,MONROE,Network 4,READING,Grade 4,74,23,1,64,43.8,18,77,48.1,50
610074,MONROE,Network 4,READING,Grade 5,106,46.2,34,78,64.1,88,66,66.7,91
610074,MONROE,Network 4,READING,Grade 6,82,61,52,94,59.6,65,71,53.5,61
610074,MONROE,Network 4,READING,Grade 7,92,45.7,46,76,61.8,82,87,63.2,78
610074,MONROE,Network 4,READING,Grade 8,85,62.4,71,91,67,88,72,61.1,66
610074,MONROE,Network 4,READING,Grades 3-8 Combined,499,49.7,38,473,60.3,75,434,56.7,64
610075,MONTEFIORE,Network 6,MATH,Grade 3,,,,,,,,,
610075,MONTEFIORE,Network 6,MATH,Grade 4,1,,,,,,,,
610075,MONTEFIORE,Network 6,MATH,Grade 5,4,,,,,,,,
610075,MONTEFIORE,Network 6,MATH,Grade 6,6,,,,,,,,
610075,MONTEFIORE,Network 6,MATH,Grade 7,3,,,,,,,,
610075,MONTEFIORE,Network 6,MATH,Grade 8,8,,,,,,,,
610075,MONTEFIORE,Network 6,MATH,Grades 3-8 Combined,22,45.5,1,,,,,,
610075,MONTEFIORE,Network 6,READING,Grade 3,,,,,,,,,
610075,MONTEFIORE,Network 6,READING,Grade 4,1,,,,,,,,
610075,MONTEFIORE,Network 6,READING,Grade 5,3,,,,,,,,
610075,MONTEFIORE,Network 6,READING,Grade 6,7,,,,,,,,
610075,MONTEFIORE,Network 6,READING,Grade 7,3,,,,,,,,
610075,MONTEFIORE,Network 6,READING,Grade 8,7,,,,,,,,
610075,MONTEFIORE,Network 6,READING,Grades 3-8 Combined,21,23.8,1,,,,,,
610076,MOOS,ISP,MATH,Grade 3,37,56.8,53,45,53.3,41,32,81.3,86
610076,MOOS,ISP,MATH,Grade 4,26,73.1,93,48,43.8,28,53,43.4,45
610076,MOOS,ISP,MATH,Grade 5,53,50.9,33,33,24.2,4,52,46.2,30
610076,MOOS,ISP,MATH,Grade 6,39,53.8,56,51,49,40,29,75.9,91
610076,MOOS,ISP,MATH,Grade 7,34,64.7,86,41,78,91,41,68.3,64
610076,MOOS,ISP,MATH,Grade 8,46,78.3,99,37,54.1,42,40,77.5,96
610076,MOOS,ISP,MATH,Grades 3-8 Combined,235,62.1,77,255,51,39,247,62.3,70
610076,MOOS,ISP,READING,Grade 3,37,56.8,38,45,46.7,36,32,71.9,91
610076,MOOS,ISP,READING,Grade 4,26,65.4,63,48,47.9,36,53,49.1,66
610076,MOOS,ISP,READING,Grade 5,53,43.4,7,33,63.6,74,53,43.4,17
610076,MOOS,ISP,READING,Grade 6,39,64.1,71,51,66.7,89,29,72.4,98
610076,MOOS,ISP,READING,Grade 7,34,73.5,99,41,73.2,94,41,41.5,13
610076,MOOS,ISP,READING,Grade 8,46,71.7,96,37,64.9,61,40,70,92
610076,MOOS,ISP,READING,Grades 3-8 Combined,235,61.3,69,255,60,70,248,55.6,66
610077,MORRILL,Network 10,MATH,Grade 3,57,56.1,76,33,57.6,64,44,45.5,46
610077,MORRILL,Network 10,MATH,Grade 4,53,75.5,99,78,46.2,19,47,31.9,2
610077,MORRILL,Network 10,MATH,Grade 5,66,47,69,64,6.3,1,75,34.7,10
610077,MORRILL,Network 10,MATH,Grade 6,69,55.1,50,78,44.9,30,58,58.6,73
610077,MORRILL,Network 10,MATH,Grade 7,65,50.8,39,66,47,11,67,38.8,16
610077,MORRILL,Network 10,MATH,Grade 8,72,54.2,37,66,69.7,88,70,65.7,94
610077,MORRILL,Network 10,MATH,Grades 3-8 Combined,382,55.8,67,385,44.4,13,361,46.3,37
610077,MORRILL,Network 10,READING,Grade 3,59,62.7,69,33,42.4,23,44,50,40
610077,MORRILL,Network 10,READING,Grade 4,54,83.3,99,79,70.9,98,47,57.4,95
610077,MORRILL,Network 10,READING,Grade 5,67,62.7,78,64,23.4,1,75,42.7,3
610077,MORRILL,Network 10,READING,Grade 6,69,36.2,6,79,55.7,67,58,58.6,56
610077,MORRILL,Network 10,READING,Grade 7,65,47.7,29,66,65.2,82,68,60.3,68
610077,MORRILL,Network 10,READING,Grade 8,72,65.3,82,66,60.6,84,70,64.3,75
610077,MORRILL,Network 10,READING,Grades 3-8 Combined,386,58.8,80,387,54.8,60,362,55.5,54
610078,INTER-AMERICAN,Network 4,MATH,Grade 3,50,44,41,43,60.5,80,52,55.8,59
610078,INTER-AMERICAN,Network 4,MATH,Grade 4,56,39.3,31,55,54.5,78,52,44.2,17
610078,INTER-AMERICAN,Network 4,MATH,Grade 5,60,51.7,86,63,68.3,87,61,50.8,39
610078,INTER-AMERICAN,Network 4,MATH,Grade 6,55,63.6,78,58,56.9,44,59,40.7,39
610078,INTER-AMERICAN,Network 4,MATH,Grade 7,53,69.8,93,51,90.2,99,50,64,71
610078,INTER-AMERICAN,Network 4,MATH,Grade 8,50,80,99,52,92.3,99,50,66,61
610078,INTER-AMERICAN,Network 4,MATH,Grades 3-8 Combined,324,57.7,78,322,70.2,95,324,53.1,47
610078,INTER-AMERICAN,Network 4,READING,Grade 3,50,48,48,42,69,94,53,66,92
610078,INTER-AMERICAN,Network 4,READING,Grade 4,60,38.3,26,55,56.4,66,52,48.1,20
610078,INTER-AMERICAN,Network 4,READING,Grade 5,60,68.3,86,63,58.7,81,62,54.8,48
610078,INTER-AMERICAN,Network 4,READING,Grade 6,56,69.6,93,58,79.3,90,59,81.4,98
610078,INTER-AMERICAN,Network 4,READING,Grade 7,54,68.5,95,51,86.3,99,50,62,75
610078,INTER-AMERICAN,Network 4,READING,Grade 8,50,64,85,52,76.9,84,50,50,33
610078,INTER-AMERICAN,Network 4,READING,Grades 3-8 Combined,330,59.4,82,321,70.7,92,326,60.7,71
610081,SHERIDAN,Network 6,MATH,Grade 3,62,32.3,37,61,52.5,43,61,67.2,63
610081,SHERIDAN,Network 6,MATH,Grade 4,62,51.6,82,63,63.5,61,61,59,52
610081,SHERIDAN,Network 6,MATH,Grade 5,64,60.9,91,63,60.3,60,62,64.5,65
610081,SHERIDAN,Network 6,MATH,Grade 6,63,47.6,71,58,41.4,18,63,54,53
610081,SHERIDAN,Network 6,MATH,Grade 7,57,63.2,93,61,73.8,96,55,70.9,87
610081,SHERIDAN,Network 6,MATH,Grade 8,59,52.5,72,58,70.7,63,61,59,41
610081,SHERIDAN,Network 6,MATH,Grades 3-8 Combined,367,51.2,77,364,60.4,60,363,62.3,61
610081,SHERIDAN,Network 6,READING,Grade 3,62,38.7,37,61,42.6,12,61,54.1,52
610081,SHERIDAN,Network 6,READING,Grade 4,62,50,87,63,73,95,61,55.7,52
610081,SHERIDAN,Network 6,READING,Grade 5,64,59.4,90,63,60.3,72,62,50,24
610081,SHERIDAN,Network 6,READING,Grade 6,63,52.4,83,58,63.8,70,63,63.5,76
610081,SHERIDAN,Network 6,READING,Grade 7,57,64.9,97,61,75.4,97,55,76.4,97
610081,SHERIDAN,Network 6,READING,Grade 8,59,57.6,89,58,70.7,66,61,70.5,46
610081,SHERIDAN,Network 6,READING,Grades 3-8 Combined,367,53.7,86,364,64.3,75,363,61.4,62
610082,MOUNT GREENWOOD,ISP,MATH,Grade 3,105,70.5,99,127,82.7,99,125,85.6,98
610082,MOUNT GREENWOOD,ISP,MATH,Grade 4,113,79.6,99,101,35.6,3,126,47.6,22
610082,MOUNT GREENWOOD,ISP,MATH,Grade 5,98,61.2,89,111,60.4,69,103,90.3,99
610082,MOUNT GREENWOOD,ISP,MATH,Grade 6,111,58.6,75,101,63.4,50,112,42.9,11
610082,MOUNT GREENWOOD,ISP,MATH,Grade 7,97,54.6,61,111,66.7,73,97,55.7,32
610082,MOUNT GREENWOOD,ISP,MATH,Grade 8,95,60,80,97,80.4,96,107,72,79
610082,MOUNT GREENWOOD,ISP,MATH,Grades 3-8 Combined,619,64.5,92,648,65.4,76,670,65.5,75
610082,MOUNT GREENWOOD,ISP,READING,Grade 3,105,43.8,73,127,72.4,82,125,54.4,23
610082,MOUNT GREENWOOD,ISP,READING,Grade 4,113,60.2,89,101,68.3,91,126,57.1,40
610082,MOUNT GREENWOOD,ISP,READING,Grade 5,98,53.1,68,111,69.4,93,102,70.6,84
610082,MOUNT GREENWOOD,ISP,READING,Grade 6,111,54.1,89,101,74.3,94,112,68.8,73
610082,MOUNT GREENWOOD,ISP,READING,Grade 7,97,62.9,96,111,75.7,94,97,70.1,82
610082,MOUNT GREENWOOD,ISP,READING,Grade 8,95,62.1,95,97,75.3,61,107,59.8,34
610082,MOUNT GREENWOOD,ISP,READING,Grades 3-8 Combined,619,55.9,89,648,72.5,88,669,62.9,56
610083,BEARD,Network 1,MATH,Grade 3,5,,,,,,,,
610083,BEARD,Network 1,MATH,Grades 3-8 Combined,5,,,,,,,,
610083,BEARD,Network 1,READING,Grade 3,5,,,,,,,,
610083,BEARD,Network 1,READING,Grades 3-8 Combined,5,,,,,,,,
610084,KELLER,ISP,MATH,Grade 3,29,58.6,96,27,51.9,40,29,89.7,99
610084,KELLER,ISP,MATH,Grade 4,30,40,86,31,67.7,69,26,100,99
610084,KELLER,ISP,MATH,Grade 5,29,37.9,33,31,74.2,93,31,87.1,98
610084,KELLER,ISP,MATH,Grade 6,29,55.2,94,29,86.2,99,31,54.8,39
610084,KELLER,ISP,MATH,Grade 7,29,72.4,99,30,90,99,31,93.5,99
610084,KELLER,ISP,MATH,Grade 8,29,55.2,73,32,81.3,98,30,100,99
610084,KELLER,ISP,MATH,Grades 3-8 Combined,175,53.1,91,180,75.6,95,178,87.1,99
610084,KELLER,ISP,READING,Grade 3,29,58.6,97,27,85.2,99,29,82.8,94
610084,KELLER,ISP,READING,Grade 4,30,66.7,99,31,87.1,99,26,76.9,80
610084,KELLER,ISP,READING,Grade 5,29,48.3,93,31,67.7,45,31,83.9,98
610084,KELLER,ISP,READING,Grade 6,29,24.1,52,29,75.9,70,31,64.5,41
610084,KELLER,ISP,READING,Grade 7,29,65.5,99,30,83.3,99,31,74.2,98
610084,KELLER,ISP,READING,Grade 8,29,48.3,87,32,59.4,36,30,83.3,61
610084,KELLER,ISP,READING,Grades 3-8 Combined,175,52,95,180,76.1,85,178,77.5,86
610086,MOUNT VERNON,Network 13,MATH,Grade 3,26,73.1,95,26,69.2,85,34,76.5,99
610086,MOUNT VERNON,Network 13,MATH,Grade 4,33,21.2,1,27,74.1,72,27,22.2,1
610086,MOUNT VERNON,Network 13,MATH,Grade 5,20,70,74,29,44.8,57,27,14.8,1
610086,MOUNT VERNON,Network 13,MATH,Grade 6,27,66.7,84,20,50,71,33,72.7,99
610086,MOUNT VERNON,Network 13,MATH,Grade 7,27,74.1,99,26,92.3,99,21,71.4,96
610086,MOUNT VERNON,Network 13,MATH,Grade 8,25,76,98,23,73.9,84,27,51.9,33
610086,MOUNT VERNON,Network 13,MATH,Grades 3-8 Combined,158,61.4,77,151,67.5,88,169,52.7,57
610086,MOUNT VERNON,Network 13,READING,Grade 3,26,76.9,99,26,61.5,86,34,73.5,99
610086,MOUNT VERNON,Network 13,READING,Grade 4,33,30.3,1,27,25.9,1,27,33.3,1
610086,MOUNT VERNON,Network 13,READING,Grade 5,20,65,91,29,65.5,52,27,40.7,12
610086,MOUNT VERNON,Network 13,READING,Grade 6,27,37,26,20,70,99,33,51.5,67
610086,MOUNT VERNON,Network 13,READING,Grade 7,27,59.3,79,26,50,58,21,47.6,21
610086,MOUNT VERNON,Network 13,READING,Grade 8,25,44,5,23,69.6,85,27,81.5,99
610086,MOUNT VERNON,Network 13,READING,Grades 3-8 Combined,158,50.6,48,151,56.3,64,169,55.6,76
610088,MOZART,Network 4,MATH,Grade 3,47,68.1,72,58,70.7,83,30,66.7,95
610088,MOZART,Network 4,MATH,Grade 4,50,62,68,61,49.2,47,65,64.6,86
610088,MOZART,Network 4,MATH,Grade 5,82,42.7,17,66,33.3,11,74,47.3,28
610088,MOZART,Network 4,MATH,Grade 6,73,46.6,33,78,44.9,31,61,45.9,27
610088,MOZART,Network 4,MATH,Grade 7,56,60.7,60,65,56.9,59,72,63.9,78
610088,MOZART,Network 4,MATH,Grade 8,58,82.8,99,60,75,89,61,78.7,92
610088,MOZART,Network 4,MATH,Grades 3-8 Combined,366,58.5,56,388,54.1,53,363,60.3,70
610088,MOZART,Network 4,READING,Grade 3,47,48.9,23,60,65,92,39,56.4,68
610088,MOZART,Network 4,READING,Grade 4,50,52,27,61,52.5,66,65,58.5,89
610088,MOZART,Network 4,READING,Grade 5,82,56.1,48,66,53,52,75,56,59
610088,MOZART,Network 4,READING,Grade 6,73,38.4,15,78,51.3,42,61,72.1,79
610088,MOZART,Network 4,READING,Grade 7,57,63.2,74,65,72.3,96,72,66.7,93
610088,MOZART,Network 4,READING,Grade 8,58,69,97,59,62.7,83,61,78.7,86
610088,MOZART,Network 4,READING,Grades 3-8 Combined,367,54.2,45,389,59.1,76,373,64.9,82
610089,MURPHY,Network 1,MATH,Grade 3,42,45.2,77,55,41.8,33,51,37.3,23
610089,MURPHY,Network 1,MATH,Grade 4,50,76,94,53,32.1,6,55,49.1,57
610089,MURPHY,Network 1,MATH,Grade 5,46,71.7,94,52,7.7,1,50,54,56
610089,MURPHY,Network 1,MATH,Grade 6,63,28.6,10,44,20.5,3,48,47.9,52
610089,MURPHY,Network 1,MATH,Grade 7,30,43.3,11,60,66.7,86,40,70,83
